matricula;curso;totalcadeira;reprovadonota;reprovadofalta;trancado;perido;media;codevasao
308163110;11124100;6.0;0.16666666666666666;0.3333333333333333;0.0;1109050;3.15;
308161127;11124100;7.0;0.2857142857142857;0.0;0.0;1109050;6.385714285714286;
308162837;11124100;4.0;0.0;0.0;0.0;1108025;6.6499999999999995;
308162003;11124100;5.0;0.0;0.0;0.0;1105187;7.459999999999999;
308280242;11124100;7.0;0.14285714285714285;0.5714285714285714;0.0;1305036;2.357142857142857;
308162333;11124100;7.0;0.14285714285714285;0.8571428571428571;0.0;1105155;0.14285714285714285;
308161130;11124100;7.0;0.0;0.0;0.0;1105167;6.871428571428572;
308161991;11124100;5.0;0.4;0.0;0.0;1105013;5.48;
308162621;11124100;6.0;0.0;0.0;0.0;1105186;8.066666666666668;
308162012;11124100;6.0;0.0;0.0;0.0;1304013;8.450000000000001;
308162435;11124100;7.0;0.0;0.2857142857142857;0.0;1109050;4.942857142857143;
