matricula;curso;totalcadeira;reprovadonota;reprovadofalta;trancado;perido;media;codevasao
295861580 ;11124100 ;7.0 ;0.0 ;0.0 ;0.0 ;2007.1 ;8.828571428571427 ;0
302160860 ;11124100 ;6.0 ;0.0 ;0.0 ;0.0 ;2009.2 ;7.183333333333333 ;0
292860557 ;14102100 ;6.0 ;0.0 ;0.0 ;0.0 ;2006.1 ;9.35 ;0
298860164 ;14102100 ;6.0 ;0.0 ;0.0 ;0.0 ;2008.1 ;8.049999999999999 ;0
301861673 ;11124100 ;6.0 ;0.0 ;0.0 ;0.0 ;2009.1 ;7.6499999999999995 ;0
301861670 ;11124100 ;6.0 ;0.16666666666666666 ;0.16666666666666666 ;0.0 ;2009.1 ;4.833333333333333 ;0
293161862 ;11124100 ;7.0 ;0.14285714285714285 ;0.0 ;0.0 ;2006.2 ;7.457142857142856 ;0
295861433 ;14102100 ;6.0 ;0.16666666666666666 ;0.0 ;0.0 ;2007.1 ;7.916666666666667 ;0
292862750 ;11124100 ;6.0 ;0.0 ;1.0 ;0.0 ;2006.1 ;0.0 ;0
298860179 ;14102100 ;6.0 ;0.0 ;0.0 ;0.0 ;2008.1 ;9.0 ;0
308161463 ;14102100 ;6.0 ;0.3333333333333333 ;0.0 ;0.0 ;2011.2 ;4.833333333333333 ;0
299160215 ;14102100 ;6.0 ;0.0 ;0.0 ;0.0 ;2008.2 ;7.116666666666667 ;0
298860983 ;11124100 ;7.0 ;0.14285714285714285 ;0.5714285714285714 ;0.0 ;2008.1 ;2.9857142857142853 ;0
295861772 ;11124100 ;6.0 ;0.0 ;0.0 ;0.0 ;2007.1 ;8.65 ;0
298860170 ;14102100 ;5.0 ;0.0 ;0.0 ;0.0 ;2008.1 ;7.4799999999999995 ;0
307980971 ;14102100 ;5.0 ;0.0 ;0.0 ;0.0 ;2011.1 ;5.9 ;0
314162693 ;11124100 ;7.0 ;0.14285714285714285 ;0.8571428571428571 ;0.0 ;2013.2 ;0.14285714285714285 ;1
314161919 ;11124100 ;6.0 ;0.3333333333333333 ;0.6666666666666666 ;0.0 ;2013.2 ;0.16666666666666666 ;1
295861775 ;11124100 ;7.0 ;0.0 ;0.0 ;1.0 ;2007.1 ;0.0 ;0
292860548 ;14102100 ;6.0 ;0.0 ;0.0 ;0.0 ;2006.1 ;7.55 ;0
299160209 ;14102100 ;6.0 ;0.0 ;0.0 ;0.0 ;2008.2 ;7.566666666666667 ;0
298860173 ;14102100 ;6.0 ;0.0 ;0.0 ;0.0 ;2008.1 ;7.933333333333334 ;0
298861829 ;11124100 ;2.0 ;0.0 ;0.0 ;0.0 ;2008.1 ;7.5 ;0
298861826 ;11124100 ;7.0 ;0.0 ;0.0 ;0.0 ;2008.1 ;7.428571428571429 ;0
298860146 ;14102100 ;6.0 ;0.0 ;0.0 ;0.0 ;2008.1 ;8.65 ;0
304860326 ;14102100 ;6.0 ;0.0 ;0.0 ;0.0 ;2010.1 ;6.349999999999999 ;0
307860473 ;14102100 ;5.0 ;0.4 ;0.0 ;0.0 ;2011.1 ;4.1 ;0
293161859 ;11124100 ;6.0 ;0.3333333333333333 ;0.0 ;0.0 ;2006.2 ;5.166666666666667 ;0
302161292 ;11124100 ;7.0 ;0.14285714285714285 ;0.2857142857142857 ;0.0 ;2009.2 ;4.728571428571429 ;0
