matricula;curso;totalcadeira;reprovadonota;reprovadofalta;trancado;perido;media;codevasao
308161127 ;11124100 ;7.0 ;0.2857142857142857 ;0.0 ;0.0 ;2011.2 ;6.385714285714286 ;2011.2
308160380 ;14102100 ;6.0 ;0.6666666666666666 ;0.0 ;0.0 ;2011.2 ;3.266666666666667 ;2011.2
308160251 ;14102100 ;6.0 ;0.0 ;0.0 ;0.0 ;2011.2 ;7.55 ;2011.2
308162114 ;14102100 ;6.0 ;0.3333333333333333 ;0.5 ;0.0 ;2011.2 ;2.15 ;2011.2
308161382 ;14102100 ;5.0 ;0.0 ;0.0 ;0.0 ;2011.2 ;6.94 ;2011.2
308161337 ;14102100 ;4.0 ;0.0 ;0.0 ;0.0 ;2011.2 ;5.725 ;2011.2
308162012 ;11124100 ;6.0 ;0.0 ;0.0 ;0.0 ;2011.2 ;8.450000000000001 ;2011.2
308161355 ;14102100 ;6.0 ;0.16666666666666666 ;0.0 ;0.0 ;2011.2 ;6.3999999999999995 ;2011.2
308160296 ;14102100 ;7.0 ;0.0 ;0.14285714285714285 ;0.0 ;2011.2 ;6.2 ;2011.2
308162003 ;11124100 ;5.0 ;0.0 ;0.0 ;0.0 ;2011.2 ;7.459999999999999 ;2011.2
308162333 ;11124100 ;7.0 ;0.14285714285714285 ;0.8571428571428571 ;0.0 ;2011.2 ;0.14285714285714285 ;2011.2
308160497 ;14102100 ;5.0 ;0.0 ;0.6 ;0.0 ;2011.2 ;3.2399999999999998 ;2011.2
308162648 ;14102100 ;5.0 ;0.6 ;0.0 ;0.0 ;2011.2 ;4.0200000000000005 ;2011.2
308161130 ;11124100 ;7.0 ;0.0 ;0.0 ;0.0 ;2011.2 ;6.871428571428572 ;2011.2
308162621 ;11124100 ;6.0 ;0.0 ;0.0 ;0.0 ;2011.2 ;8.066666666666668 ;2011.2
308162435 ;11124100 ;7.0 ;0.0 ;0.2857142857142857 ;0.0 ;2011.2 ;4.942857142857143 ;2011.2
308162105 ;14102100 ;6.0 ;0.3333333333333333 ;0.0 ;0.0 ;2011.2 ;5.383333333333333 ;2011.2
308160395 ;14102100 ;9.0 ;0.0 ;0.1111111111111111 ;0.0 ;2011.2 ;7.2555555555555555 ;2011.2
308162837 ;11124100 ;4.0 ;0.0 ;0.0 ;0.0 ;2011.2 ;6.6499999999999995 ;2011.2
308160329 ;14102100 ;6.0 ;0.5 ;0.5 ;0.0 ;2011.2 ;1.5333333333333332 ;2011.2
308280242 ;11124100 ;7.0 ;0.14285714285714285 ;0.5714285714285714 ;0.0 ;2011.2 ;2.357142857142857 ;2011.2
308161394 ;14102100 ;3.0 ;0.0 ;0.0 ;0.0 ;2011.2 ;7.7 ;2011.2
308161373 ;14102100 ;6.0 ;0.5 ;0.0 ;0.0 ;2011.2 ;3.9666666666666672 ;2011.2
308161463 ;14102100 ;6.0 ;0.3333333333333333 ;0.0 ;0.0 ;2011.2 ;4.833333333333333 ;2011.2
308161295 ;14102100 ;5.0 ;0.6 ;0.0 ;0.0 ;2011.2 ;4.76 ;2011.2
308161991 ;11124100 ;5.0 ;0.4 ;0.0 ;0.0 ;2011.2 ;5.48 ;2011.2
308161370 ;14102100 ;1.0 ;0.0 ;1.0 ;0.0 ;2011.2 ;0.0 ;2011.2
308160323 ;14102100 ;6.0 ;0.0 ;0.0 ;0.0 ;2011.2 ;6.833333333333333 ;2011.2
308160464 ;14102100 ;1.0 ;0.0 ;0.0 ;0.0 ;2011.2 ;5.9 ;2011.2
308280152 ;14102100 ;6.0 ;0.16666666666666666 ;0.0 ;0.0 ;2011.2 ;6.616666666666666 ;2011.2
308163110 ;11124100 ;6.0 ;0.16666666666666666 ;0.3333333333333333 ;0.0 ;2011.2 ;3.15 ;2011.2
308161427 ;14102100 ;6.0 ;0.3333333333333333 ;0.0 ;0.0 ;2011.2 ;5.516666666666667 ;2011.2
308162111 ;14102100 ;5.0 ;0.0 ;0.2 ;0.0 ;2011.2 ;5.58 ;2011.2
308162966 ;14102100 ;6.0 ;0.16666666666666666 ;0.16666666666666666 ;0.0 ;2011.2 ;4.7 ;2011.2
